lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,purchaser_type,preapproval,loan_amount,combined_loan_to_value_ratio,loan_term,intro_rate_period,other_nonamortizing_features,property_value,total_units,income,debt_to_income_ratio,applicant_credit_score_type,applicant_age,applicant_age_above_62,initially_payable_to_institution,aus_1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,derived_race_ethnicity_combination,gender,modified_debt_to_income_ratio,loan_approved
6BYL5QZYBDK8S7L73M02,33340,WI,55079,55079011300,C,1,2,215000,90,360,0,2,245000,1,139,20%-<30%,2,25-34,No,1,2,1749,19.9,77300,115,249,198,36,Non-Hispanic White,Male,25,TRUE
254900R9A6TW85BTVS20,42200,CA,6083,6083002011,C,0,2,405000,80,360,0,2,525000,1,121,37,7,45-54,No,3,1,5174,61.23,79600,88,1146,1592,38,Non-Hispanic White,Male,37,FALSE
549300UXY7OP0IC38293,99999,MI,26123,26123971000,C,9,2,235000,80,360,0,2,295000,1,62,42,7,65-74,Yes,1,2,4664,9.03,58700,113,1473,2032,31,Non-Hispanic White,Male,42,TRUE
IWRZQFYIRJ0IMURZBB68,29404,WI,55059,55059002300,C,3,1,75000,56.364,360,0,2,135000,1,29,30%-<36%,3,65-74,Yes,1,2,5742,11.42,96500,72,1616,2047,51,Non-Hispanic White,Female,33,TRUE
549300XHPPLC0TBRV021,38900,OR,41051,41051001702,C,8,2,325000,95,360,0,2,335000,1,87,48,3,45-54,No,1,1,4495,33.79,81400,69,746,1382,60,Non-Hispanic White,Female,48,TRUE
549300NQA30MEKPQP417,47894,VA,51059,51059432100,C,6,2,385000,60,360,0,2,645000,1,137,30%-<36%,1,55-64,No,1,2,3682,34.66,114900,102,1028,937,0,Non-Hispanic White,Female,33,TRUE
549300IYKILIU506KA05,44140,MA,25013,25013810800,C,0,2,115000,100,360,0,2,125000,1,46,36,3,55-64,No,1,6,3857,22.4,73900,72,623,1318,76,Non-Hispanic White,Female,36,TRUE
549300HW662MN1WU8550,47664,MI,26093,26093740900,C,1,2,195000,90.83,360,0,2,225000,1,49,44,2,35-44,No,1,1,1902,7.78,83200,106,631,743,36,Non-Hispanic White,Male,44,TRUE
5493005GZIGUJVNL3U40,35300,CT,9009,9009190200,C,71,2,335000,95,360,0,2,355000,1,161,30%-<36%,3,45-54,No,1,1,3453,7.15,86200,146,1194,1673,46,Non-Hispanic White,Female,33,TRUE
549300YB1H2FRI6JPM51,24340,MI,26139,26139024300,C,1,2,205000,80,360,0,2,265000,1,80,20%-<30%,3,25-34,No,1,1,5195,6.1,70300,116,1424,1572,26,Non-Hispanic White,Male,25,TRUE
549300CY7WNAHKHYSJ73,99999,MT,30031,30031001002,C,1,2,325000,78,360,0,2,425000,1,120,30%-<36%,2,35-44,No,1,1,4529,6.43,66700,129,1092,1647,37,Non-Hispanic White,Male,33,TRUE
549300PL8ER6H23P0Z91,11244,CA,6059,6059052415,C,72,2,625000,80,360,0,2,785000,1,158,30%-<36%,7,35-44,No,1,6,4188,33.33,92700,164,1197,1319,0,Non-Hispanic White,Male,33,TRUE
IWRZQFYIRJ0IMURZBB68,33340,WI,55089,55089660301,C,3,2,295000,59.184,360,0,2,495000,1,150,<20%,2,25-34,No,1,2,6321,7.34,77300,166,2145,2382,37,Non-Hispanic White,Male,15,TRUE
COINQMNIM6RBU631DD85,22220,AR,5143,5143011003,C,1,2,155000,97,360,0,2,155000,1,43,47,2,35-44,No,1,1,4875,9.85,64500,80,1478,2063,28,Non-Hispanic White,Male,47,TRUE
549300UVZVO175SZ2808,28140,MO,29047,29047021900,C,6,2,455000,76.64,360,0,2,805000,1,233,20%-<30%,1,45-54,No,1,1,6412,7.41,79900,145,2115,2328,18,Non-Hispanic White,Male,25,TRUE
254900XS6ZEOAD9Q6N72,22744,FL,12011,12011040601,C,0,2,185000,75,360,0,2,245000,1,71,30%-<36%,1,65-74,Yes,1,1,3495,18.8,65700,203,1105,1229,43,Non-Hispanic Black,Female,33,FALSE
5493006VCMZ998IGOO33,15804,NJ,34005,34005704013,C,71,2,175000,80,360,0,2,215000,1,90,30%-<36%,1,65-74,Yes,1,1,5295,18.55,92400,143,1633,1758,32,Non-Hispanic White,Female,33,TRUE
549300AENO88GEUWCZ39,33460,MN,27171,27171100801,C,9,1,195000,95,360,0,2,205000,1,70,20%-<30%,3,25-34,No,1,1,13086,12.25,93600,113,3451,3752,17,Non-Hispanic White,Male,25,TRUE
549300DD4R4SYK5RAQ92,36540,NE,31153,31153010620,C,1,2,335000,95,360,0,2,355000,1,171,20%-<30%,2,35-44,No,1,1,4237,9.11,81300,129,926,1193,15,Non-Hispanic White,Female,25,TRUE
6BYL5QZYBDK8S7L73M02,18140,OH,39045,39045033100,C,1,2,345000,95,360,0,2,355000,1,134,30%-<36%,2,35-44,No,1,2,9158,26.76,76000,116,2095,2675,21,Non-Hispanic White,Male,33,TRUE
549300XHPPLC0TBRV021,45104,WA,53053,53053070206,C,8,2,545000,90,360,0,2,605000,1,255,30%-<36%,2,55-64,No,1,1,4042,5.49,74600,127,1200,1476,29,Non-Hispanic White,Male,33,TRUE
6BYL5QZYBDK8S7L73M02,17140,KY,21117,21117064700,C,0,2,205000,80,360,60,2,255000,1,108,20%-<30%,2,35-44,No,1,2,5284,6.4,77000,174,1373,1701,56,Non-Hispanic White,Male,25,TRUE
549300DD4R4SYK5RAQ92,49620,PA,42133,42133021500,C,1,2,105000,95,360,0,2,115000,1,70,20%-<30%,2,<25,No,1,1,3655,8.02,74300,76,1521,1689,56,Non-Hispanic White,Female,25,TRUE
254900GHOV7VQ9CSKN31,49620,PA,42133,42133023721,C,71,2,215000,95,360,0,2,225000,1,62,43,2,25-34,No,1,2,6132,5.56,74300,87,1867,2394,36,Non-Hispanic White,Male,43,TRUE
549300DT53TVM4JSTM24,35300,CT,9009,9009165802,C,3,1,245000,95,360,0,2,255000,1,98,45,3,35-44,No,1,1,4465,39.1,86200,132,1453,1558,54,Non-Hispanic Black,Female,45,TRUE
549300REENMLD2RN3W58,12260,SC,45003,45003021300,C,1,2,305000,80,360,0,2,375000,1,71,30%-<36%,2,65-74,Yes,1,1,4927,24.68,62300,111,1227,1953,47,Non-Hispanic White,Female,33,TRUE
549300GRGZDEH4ZGQS06,47894,MD,24033,24033803607,C,6,2,245000,80,360,0,2,305000,1,43,44,3,25-34,No,1,1,4022,90.65,114900,94,963,1064,49,Non-Hispanic Black,Male,44,TRUE
ZF85QS7OXKPBG52R7N18,99999,WI,55135,55135100100,C,1,2,225000,69.231,360,0,2,325000,1,40,44,1,25-34,No,1,1,3942,3.15,67800,89,1205,1621,50,Non-Hispanic White,Male,44,TRUE
549300PC4MFWQBNVKG88,46060,AZ,4019,4019004107,C,72,2,155000,79.487,360,0,2,195000,1,58,42,2,45-54,No,1,1,10247,37.38,60600,149,2880,3630,12,Non-Hispanic White,Male,42,TRUE
549300C4J510S9L1RF98,22020,ND,38017,38017000100,NC,6,2,715000,79.99,360,85,2,895000,1,646,<20%,7,55-64,Yes,2,6,4979,3.82,82000,138,1868,1977,46,Non-Hispanic White,Male,15,TRUE
549300FGXN1K3HLB1R50,99999,TN,47035,47035970601,C,1,2,105000,80,360,0,2,125000,1,31,40,1,65-74,Yes,1,1,4868,5.61,50100,97,1558,2201,21,Non-Hispanic White,Female,40,TRUE
549300FNXYY540N23N64,48424,FL,12099,12099001914,NC,0,2,585000,90,360,0,2,655000,1,178,39,2,45-54,No,1,1,2384,43.5,74300,131,788,701,28,Non-Hispanic White,Male,39,FALSE
COINQMNIM6RBU631DD85,46140,OK,40143,40143007630,C,3,2,155000,97,360,0,2,155000,1,44,30%-<36%,2,25-34,No,1,1,4718,29.38,65800,135,1357,1626,24,Non-Hispanic White,Female,33,TRUE
549300GKFNPRWNS0GF29,19780,IA,19153,19153011702,C,1,2,105000,80,360,0,2,135000,1,60,20%-<30%,3,25-34,No,1,6,3598,5.48,79600,126,940,1224,28,Non-Hispanic White,Male,25,TRUE
5493007I0X1GRWIU8B34,36260,UT,49003,49003960200,C,0,2,165000,94.286,360,0,2,175000,1,49,20%-<30%,9,<25,No,1,1,7028,8.1,76800,87,1782,2463,37,Non-Hispanic White,Male,25,FALSE
549300DT53TVM4JSTM24,99999,TN,47155,47155080500,C,3,2,195000,80,360,0,2,245000,1,36,47,1,45-54,No,1,1,4765,16.85,50100,90,912,1907,28,Non-Hispanic White,Male,47,TRUE
54930043BMDE130FJ617,10900,PA,42077,42077006101,C,1,2,225000,84.99,360,0,2,285000,1,120,41,3,45-54,No,1,1,3689,7.08,76100,133,1016,1102,46,Non-Hispanic White,Male,41,TRUE
549300PT6CCDYU4VHM41,99999,PA,42097,42097082300,C,0,2,125000,95,360,0,2,135000,1,74,30%-<36%,8,25-34,No,1,1,5075,2.33,60500,105,1694,2374,53,Non-Hispanic White,Male,33,FALSE
5493003EAJYUK1F8B139,37900,IL,17203,17203030501,C,1,2,125000,76.261,180,0,2,165000,1,131,30%-<36%,3,35-44,No,1,1,7779,5.22,76200,149,2561,2934,31,Non-Hispanic White,Female,33,TRUE
549300HW662MN1WU8550,35300,CT,9009,9009151000,C,3,2,175000,85,360,0,2,215000,1,150,30%-<36%,3,25-34,No,2,2,4013,6.43,86200,140,1464,1759,53,Non-Hispanic White,Male,33,TRUE
549300R0DP2GXAIMGB41,99999,CO,8067,8067970800,C,71,2,445000,56,360,0,2,795000,1,98,37,2,35-44,No,1,1,6625,24.36,67300,142,1299,1928,26,Non-Hispanic White,Male,37,TRUE
549300DAUXQ2DCY4H838,39300,RI,44007,44007012300,C,71,2,275000,91.791,360,0,2,295000,1,100,30%-<36%,1,55-64,No,1,1,6449,5.68,80600,117,1860,2796,43,Non-Hispanic White,Female,33,TRUE
549300HW662MN1WU8550,19124,TX,48121,48121021303,C,3,2,245000,97,360,0,2,255000,1,70,40,2,25-34,No,1,2,7631,26.62,77200,105,1889,2142,15,Non-Hispanic White,Female,40,TRUE
01J4SO3XTWZF4PP38209,19300,AL,1003,1003011201,C,0,2,165000,80,180,0,2,215000,1,76,45,3,45-54,No,2,1,4715,14.61,69400,128,1150,1768,32,Non-Hispanic White,Male,45,TRUE
5493000XC2Y1SLXRQP11,99999,CA,6009,6009000501,C,9,2,195000,49.5,360,0,2,395000,1,60,36,7,65-74,Yes,1,1,3160,8.89,59700,106,1046,2786,32,Non-Hispanic White,Male,36,TRUE
549300ROGHTFGYNKE773,46220,AL,1125,1125010102,C,6,2,445000,80,360,0,2,555000,1,201,<20%,1,55-64,No,1,2,2906,4.3,60800,134,978,1445,20,Non-Hispanic White,Male,15,TRUE
549300CY7WNAHKHYSJ73,99999,CO,8045,8045951803,C,1,2,235000,40,360,0,2,595000,1,72,42,3,35-44,No,1,1,6396,40.04,67300,118,1242,2005,34,Non-Hispanic White,Male,42,TRUE
549300TZUUEG8RUJI536,38060,AZ,4013,4013420105,C,71,1,365000,94.99,360,0,2,385000,1,110,30%-<36%,1,55-64,No,1,1,5567,14.42,69100,142,1751,2117,19,Non-Hispanic White,Male,33,TRUE
549300AENO88GEUWCZ39,33460,MN,27053,27053023000,C,9,1,295000,95,360,0,2,315000,1,130,20%-<30%,3,35-44,No,1,1,4441,22.63,93600,108,1030,1322,51,Non-Hispanic White,Female,25,TRUE
549300TWPFOYZ33TOU32,99999,MT,30053,30053000400,C,71,2,145000,18.178,180,0,2,785000,1,72,30%-<36%,1,65-74,Yes,1,1,6305,5.84,66700,74,2246,3854,27,Non-Hispanic White,Male,33,TRUE
549300SHE1JTCOWBP090,99999,NC,37161,37161960900,C,0,2,95000,100,180,0,2,95000,1,117,20%-<30%,3,25-34,No,1,6,5076,17.51,52300,91,1294,2273,38,Non-Hispanic White,Male,25,TRUE
5493008VVXQIDO1EZ460,40140,CA,6071,6071010424,C,6,2,305000,80,360,0,2,375000,1,101,44,2,55-64,No,1,2,1633,11.33,65800,0,617,1812,43,Non-Hispanic White,Female,44,TRUE
549300BOXNV8VLRBDT24,26420,TX,48157,48157673400,C,3,1,175000,69.947,360,0,2,245000,1,135,20%-<30%,2,35-44,No,1,1,18958,39.2,75600,160,5741,6527,10,Non-Hispanic White,Male,25,TRUE
6BYL5QZYBDK8S7L73M02,43580,IA,19193,19193003200,C,3,2,325000,85,360,0,2,385000,1,132,48,3,35-44,No,2,1,4747,3.88,66800,132,1552,1886,45,Non-Hispanic White,Male,48,TRUE
SS1TRMSN6BRNMOREEV51,44060,WA,53063,53063014100,C,1,2,245000,80,360,0,2,305000,1,93,<20%,2,25-34,No,1,1,5868,15.12,64000,116,1831,2348,21,Non-Hispanic White,Male,15,TRUE
5493002B2WMHY23GFK92,47664,MI,26099,26099224200,C,71,2,265000,72.222,360,0,2,365000,1,73,42,1,55-64,No,2,1,8017,17.89,83200,116,2418,2854,16,Non-Hispanic White,Male,42,TRUE
54930001NSTOD85LT125,19740,CO,8031,8031012010,C,1,2,435000,80,360,0,2,545000,1,140,20%-<30%,1,25-34,No,1,1,4966,24.95,89900,106,1493,1556,21,Non-Hispanic White,Male,25,TRUE
5493002Y5XYV7DV1ZV88,99999,CA,6057,6057000103,C,71,2,395000,80,360,0,2,495000,1,120,44,7,45-54,No,1,1,7426,9.68,59700,142,2470,3440,34,Non-Hispanic White,Male,44,TRUE
549300XHPPLC0TBRV021,44060,WA,53063,53063003600,C,0,2,65000,105,360,0,2,65000,1,31,30%-<36%,1,25-34,No,1,1,4306,15.33,64000,0,428,756,76,Non-Hispanic White,Male,33,FALSE
549300TDVGWRELEO5F50,99999,NY,36011,36011040800,C,0,2,135000,90,360,180,2,145000,1,0,<20%,3,55-64,No,1,1,4717,13.12,64300,108,1191,2037,59,Non-Hispanic White,Male,15,FALSE
E57ODZWZ7FF32TWEFA76,35614,NY,36047,36047050600,C,0,2,305000,75,360,0,2,405000,1,88,20%-<30%,1,25-34,No,1,1,5740,87.23,78000,70,290,388,76,Non-Hispanic White,Female,25,FALSE
549300MU2YI0HXIT3257,17140,OH,39165,39165032100,C,0,2,265000,80,360,0,2,335000,1,363,40,9,25-34,No,1,1,6412,14,77000,103,1849,2343,31,Non-Hispanic White,Male,40,TRUE
549300HW662MN1WU8550,41100,UT,49053,49053270600,C,3,2,155000,56.36,360,0,2,275000,1,38,48,3,>74,Yes,1,2,7739,15.62,64600,103,1803,3813,19,Non-Hispanic White,Male,48,TRUE
54930034MNPILHP25H80,22900,AR,5131,5131001102,C,1,2,135000,97,360,0,2,135000,1,88,20%-<30%,9,25-34,No,1,1,2895,29.67,52400,119,525,1266,33,Non-Hispanic White,Male,25,TRUE
549300DAUXQ2DCY4H838,38860,ME,23031,23031035000,C,6,2,335000,95,360,0,2,345000,1,110,20%-<30%,7,35-44,No,1,1,7312,5.91,81700,129,2071,2661,37,Non-Hispanic White,Male,25,TRUE
254900428YSAU4S4SW33,45300,FL,12053,12053040101,C,71,2,115000,97,360,0,2,115000,1,43,30%-<36%,3,35-44,No,1,1,4662,11.43,63900,86,1687,2336,30,Non-Hispanic White,Female,33,TRUE
549300HW662MN1WU8550,16974,IL,17031,17031804804,C,1,2,235000,90,360,0,2,265000,1,70,44,1,35-44,No,1,1,6832,45.43,82400,98,1904,2083,39,Non-Hispanic White,Male,44,TRUE
6BYL5QZYBDK8S7L73M02,33460,MN,27053,27053105201,C,0,2,165000,93.35,360,0,2,175000,1,37,>60%,1,45-54,No,3,2,2989,21.41,93600,107,527,79,34,Non-Hispanic White,Female,65,FALSE
549300FK3AFCFVAPH234,14454,MA,25025,25025050901,C,6,2,395000,86.67,360,0,2,455000,1,80,41,2,25-34,No,1,1,4740,79.35,99300,65,466,1467,76,Non-Hispanic White,Male,41,TRUE
549300AT7EB9FJAF0E61,21780,IN,18129,18129040400,C,1,2,115000,95,360,0,2,115000,1,88,44,9,25-34,No,1,1,5488,2.82,65100,138,1739,2052,36,Non-Hispanic White,Female,44,TRUE
549300DD4R4SYK5RAQ92,40060,VA,51041,51041101008,C,1,2,245000,80,360,0,2,305000,1,117,45,3,25-34,No,1,1,4613,15.48,83200,172,1329,1401,21,Non-Hispanic White,Male,45,TRUE
549300CY7WNAHKHYSJ73,24540,CO,8123,8123002206,C,3,2,365000,95,360,0,2,385000,1,165,20%-<30%,1,55-64,No,1,2,3402,16.26,82400,130,1013,1159,33,Non-Hispanic White,Female,25,TRUE
6BYL5QZYBDK8S7L73M02,35084,NJ,34013,34013020500,NC,0,2,715000,90,360,120,2,795000,1,316,42,3,35-44,No,1,2,7787,29.01,100700,180,2331,2489,54,Non-Hispanic White,Male,42,TRUE
5493001R92DY5DI1DI85,16974,IL,17031,17031062200,NC,6,2,605000,95,360,86,2,635000,1,150,41,7,25-34,No,2,6,2697,15.31,82400,207,548,882,49,Non-Hispanic White,Male,41,TRUE
GOJ1L4ZO0WN3FOYLH432,43620,SD,46099,46099001804,C,9,2,135000,95,360,0,2,145000,1,59,30%-<36%,2,25-34,No,1,1,4382,7.33,78700,97,1240,1425,33,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,41180,MO,29071,29071800902,C,0,2,95000,97,360,0,2,105000,1,78,44,2,55-64,No,1,2,6552,4.21,76600,69,1647,3119,36,Non-Hispanic White,Female,44,TRUE
549300KBWX4NV5Q1E376,15804,NJ,34015,34015500600,C,6,2,365000,75,360,0,2,485000,1,210,<20%,2,25-34,No,1,1,10193,18.84,92400,140,3004,3506,21,Non-Hispanic White,Female,15,TRUE
6BYL5QZYBDK8S7L73M02,24300,CO,8077,8077001302,C,3,2,295000,85,360,0,2,345000,1,51,45,3,25-34,No,1,2,4508,11.87,63900,106,1585,2001,32,Non-Hispanic White,Male,45,TRUE
549300L1DBFIJZI8LA40,34980,TN,47037,47037010501,C,9,2,155000,83,360,0,2,205000,1,41,30%-<36%,2,35-44,No,1,1,5762,22.34,73200,83,1327,2209,60,Non-Hispanic White,Female,33,TRUE
5493004P4H8ZQPCUJ047,33220,MI,26111,26111291000,NC,0,2,475000,99.52,360,60,2,475000,1,400,20%-<30%,9,55-64,No,1,6,6419,12.84,73400,145,1676,2022,36,Non-Hispanic White,Male,25,TRUE
549300KSOOZZVXCMA627,33460,MN,27019,27019091000,C,0,2,175000,90,360,60,2,195000,1,46,50%-60%,8,45-54,No,3,6,10418,24.96,93600,88,2214,2950,17,Non-Hispanic White,Female,55,FALSE
549300GSYIBSO9N4PB10,28020,MI,26159,26159010900,C,1,1,245000,85,360,0,2,285000,1,104,<20%,3,25-34,No,1,1,7479,8.5,70300,117,2550,3043,34,Non-Hispanic White,Male,15,TRUE
549300AENO88GEUWCZ39,33460,MN,27037,27037060606,C,9,2,315000,54.386,360,0,2,575000,1,360,<20%,1,45-54,No,1,1,2665,14.75,93600,133,1042,1094,27,Non-Hispanic White,Male,15,TRUE
549300EFCZM6KD6B8K69,13820,AL,1117,1117030216,C,6,2,365000,85,360,0,2,425000,1,142,30%-<36%,9,25-34,No,2,1,6674,18.4,69400,200,2248,2645,16,Non-Hispanic White,Male,33,TRUE
549300C1ICNCM0V37Y02,26420,TX,48339,48339690401,C,6,2,185000,90,360,0,2,215000,1,44,46,2,35-44,No,1,1,6540,25.28,75600,155,1753,2042,11,Non-Hispanic White,Female,46,TRUE
2549004Z576VEJBK3N72,22744,FL,12011,12011010503,C,9,2,315000,90,360,0,2,385000,1,109,41,2,25-34,No,1,1,13409,30.2,65700,244,3668,4364,12,Non-Hispanic White,Female,41,TRUE
549300FNXYY540N23N64,23420,CA,6019,6019006405,C,0,2,415000,80,360,60,2,525000,1,773,30%-<36%,9,45-54,No,1,5,4657,27.21,55500,157,1386,1998,32,Non-Hispanic White,Female,33,FALSE
549300SJTLYB6ZWKPR88,24660,NC,37081,37081017200,C,0,2,155000,101.2903,360,60,2,155000,1,57,39,3,25-34,No,1,6,7006,33.93,59800,129,2298,3087,25,Non-Hispanic White,Female,39,TRUE
6BYL5QZYBDK8S7L73M02,11244,CA,6059,6059110001,C,0,2,475000,70.64,180,0,2,675000,1,132,38,2,25-34,No,1,2,4513,32.82,92700,100,1022,1539,50,Non-Hispanic White,Female,38,TRUE
5493004RLLKTQS8K7U51,47894,MD,24033,24033806711,C,0,1,245000,94.74,360,60,2,255000,1,62,41,1,25-34,No,1,1,5103,89.01,114900,56,768,798,43,Non-Hispanic Black,Female,41,TRUE
549300FGXN1K3HLB1R50,33460,WI,55093,55093960800,C,3,2,255000,75.75,360,0,2,335000,1,82,46,1,25-34,No,1,1,3642,6.59,93600,83,1229,1579,59,Non-Hispanic White,Female,46,TRUE
549300FGXN1K3HLB1R50,18700,OR,41003,41003000400,C,3,2,105000,22.83,180,0,2,435000,1,88,30%-<36%,2,65-74,Yes,1,2,7795,18.5,84100,145,2221,2884,35,Non-Hispanic White,Male,33,TRUE
549300HW662MN1WU8550,31700,NH,33011,33011011000,C,1,2,385000,95,360,0,2,405000,1,129,49,1,45-54,No,1,1,5057,11.15,94100,100,1379,1781,53,Non-Hispanic White,Female,49,TRUE
6BYL5QZYBDK8S7L73M02,99999,IA,19127,19127950400,C,1,2,245000,95,360,0,2,255000,1,72,44,1,45-54,No,1,2,3116,2.12,67800,114,1098,1430,53,Non-Hispanic White,Male,44,TRUE
549300CY7WNAHKHYSJ73,16740,NC,37109,37109071102,C,3,2,275000,85,360,0,2,325000,1,100,30%-<36%,3,25-34,No,1,1,5462,2.91,71300,127,1585,1958,14,Non-Hispanic White,Male,33,TRUE
SS1TRMSN6BRNMOREEV51,47664,MI,26125,26125181200,C,3,2,195000,96.99,360,0,2,195000,1,42,48,1,<25,No,1,2,6384,12.11,83200,88,2090,2383,55,Non-Hispanic White,Male,48,TRUE
SS1TRMSN6BRNMOREEV51,39300,RI,44009,44009050500,C,1,2,305000,80,360,0,2,375000,1,88,42,1,35-44,No,2,1,6691,7.52,80600,135,2001,2503,32,Non-Hispanic White,Male,42,TRUE
549300JPGMCMBEJEK584,39300,RI,44007,44007011702,C,3,2,245000,77.67,360,0,2,305000,1,96,20%-<30%,9,35-44,No,1,2,4449,12.32,80600,126,1241,1605,63,Non-Hispanic White,Female,25,TRUE
549300A7YGYUVVWJ2M57,35004,NY,36059,36059411800,C,71,2,345000,80,360,0,2,425000,1,188,45,2,35-44,No,2,1,6073,21.36,116700,101,1800,2024,66,Non-Hispanic White,Male,45,TRUE
549300LI3FDGO7UKFF39,14860,CT,9001,9001110202,C,71,2,195000,90,360,0,1,225000,1,205,<20%,7,45-54,No,1,1,5124,14.52,111200,96,1629,1784,36,Non-Hispanic White,Female,15,TRUE
ZF85QS7OXKPBG52R7N18,99999,WI,55075,55075961300,C,1,2,55000,89.96,360,0,2,65000,1,17,30%-<36%,1,45-54,No,1,1,2994,8.52,67800,82,806,1391,58,Non-Hispanic White,Female,33,TRUE
549300EFCZM6KD6B8K69,45940,NJ,34021,34021003001,C,1,2,345000,72.51,360,0,2,475000,1,86,45,3,<25,No,2,1,6214,9.96,98900,110,1942,2239,41,Non-Hispanic White,Male,45,TRUE
5493005RDTT7HVODH436,99999,NY,36003,36003950700,C,0,2,65000,95,360,0,2,65000,2,68,30%-<36%,9,25-34,No,1,6,3711,3.42,64300,91,1020,1862,71,Non-Hispanic White,Male,33,TRUE
549300HW662MN1WU8550,16974,IL,17031,17031819802,C,3,2,345000,80,360,0,2,455000,1,120,20%-<30%,1,35-44,No,1,2,2636,8.57,82400,187,940,980,54,Non-Hispanic White,Female,25,TRUE
549300UXY7OP0IC38293,12060,GA,13121,13121005200,C,9,2,385000,70,360,0,2,555000,1,185,<20%,7,35-44,No,1,1,5181,38.04,74400,155,1497,1821,28,Non-Hispanic White,Male,15,TRUE
549300FGXN1K3HLB1R50,20524,NY,36027,36027180001,C,0,2,425000,80,360,0,2,565000,1,165,37,2,35-44,No,3,1,4855,7.42,97400,115,1556,1962,34,Non-Hispanic White,Female,37,FALSE
549300FOCEH0X0ZOR362,45300,FL,12057,12057013702,C,1,2,95000,95,360,0,2,105000,1,40,39,1,35-44,No,1,1,8672,63,63900,109,2117,3084,14,Non-Hispanic Black,Female,39,TRUE
54930001NSTOD85LT125,23104,TX,48367,48367140706,C,1,2,215000,68.153,360,0,2,315000,1,130,20%-<30%,1,55-64,No,1,1,7016,8.54,75000,154,2277,2726,22,Non-Hispanic White,Male,25,TRUE
6BYL5QZYBDK8S7L73M02,43100,WI,55117,55117000400,C,0,2,105000,80,360,120,2,125000,1,72,30%-<36%,1,55-64,Yes,1,6,4208,21.08,74700,88,1238,1650,56,Non-Hispanic White,Male,33,TRUE
549300ZUZB0H1M5M3I66,14010,IL,17113,17113000302,C,0,2,125000,65.45,360,0,2,195000,1,64,50%-60%,1,45-54,No,1,6,6265,31.32,89000,88,1447,1931,35,Non-Hispanic White,Male,55,FALSE
549300V3ZIDKPJ5RPX64,99999,IN,18085,18085962100,C,3,2,185000,80,360,0,2,225000,1,130,<20%,3,35-44,No,1,2,7810,15.21,61000,110,1862,2693,30,Non-Hispanic White,Female,15,TRUE
549300QO5LH5SP6I8C79,31140,KY,21111,21111008200,C,9,2,195000,99.13,360,0,2,205000,1,58,44,3,25-34,No,1,1,4243,12.07,70400,156,876,1505,71,Non-Hispanic White,Female,44,TRUE
549300HW662MN1WU8550,11244,CA,6059,6059110301,C,3,2,435000,80,360,0,2,555000,1,85,46,3,35-44,No,1,1,7646,68.69,92700,94,1272,1664,55,Non-Hispanic White,Male,46,TRUE
549300FGXN1K3HLB1R50,26900,IN,18057,18057111003,C,3,2,315000,95,360,0,2,335000,1,120,42,3,35-44,No,1,1,4811,6.46,75100,175,1799,1873,39,Non-Hispanic White,Male,42,TRUE
549300DD4R4SYK5RAQ92,39300,RI,44009,44009050103,C,1,2,135000,70.04,360,0,2,195000,1,197,20%-<30%,1,<25,No,1,2,5843,22.28,80600,87,1164,2113,47,Non-Hispanic White,Female,25,TRUE
54930001NSTOD85LT125,17460,OH,39055,39055311800,NC,6,2,545000,70,360,0,2,785000,1,270,30%-<36%,3,45-54,No,1,6,7113,6.16,70700,176,2527,2771,38,Non-Hispanic White,Male,33,TRUE
549300DDJB48AVV1SO96,12420,TX,48491,48491021403,C,9,2,225000,63.33,360,0,2,355000,1,155,<20%,1,65-74,Yes,1,1,4366,49.43,86000,87,901,1422,33,Non-Hispanic White,Male,15,TRUE
549300GG5XNEIGHQTG04,36540,NE,31055,31055007408,C,6,2,45000,32,360,0,2,145000,1,29,43,1,>74,Yes,1,1,4455,18.16,81300,80,1083,1354,47,Non-Hispanic White,Female,43,TRUE
549300DZCP6EQ7DCSD79,37860,FL,12113,12113010814,C,6,2,165000,90,360,0,2,175000,1,103,36,1,55-64,No,1,1,5995,8.89,65200,137,1848,2543,23,Non-Hispanic White,Male,36,TRUE
549300Y7G2MW6V1OR474,38300,PA,42003,42003470600,C,71,1,105000,95,360,0,2,105000,1,68,<20%,7,35-44,No,1,1,3485,10.93,75500,75,815,1413,69,Non-Hispanic White,Male,15,TRUE
549300HN58ONH5KNJJ12,31540,WI,55025,55025011700,C,9,1,395000,80.59,360,0,2,495000,1,164,43,2,35-44,No,1,1,4452,18.24,88600,113,1235,1466,36,Non-Hispanic White,Male,43,TRUE
549300FGXN1K3HLB1R50,16974,IL,17043,17043842400,C,1,2,185000,95,360,0,2,195000,1,71,47,3,25-34,No,1,1,5598,23.56,82400,121,1208,1556,60,Non-Hispanic White,Male,47,TRUE
549300DD4R4SYK5RAQ92,42680,FL,12061,12061050703,C,1,2,105000,39.22,360,0,2,255000,1,31,30%-<36%,3,45-54,No,1,1,9635,13.82,64600,129,3234,3893,14,Non-Hispanic White,Female,33,TRUE
