lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,purchaser_type,preapproval,loan_amount,combined_loan_to_value_ratio,loan_term,intro_rate_period,other_nonamortizing_features,property_value,total_units,income,debt_to_income_ratio,applicant_credit_score_type,applicant_age,applicant_age_above_62,initially_payable_to_institution,aus_1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,derived_race_ethnicity_combination,gender,modified_debt_to_income_ratio,loan_approved
54930041L7ZI432VT094,26900,IN,18057,18057110810,C,6,1,225000,95,360,0,2,235000,1,95,44,2,35-44,No,1,1,6510,15.55,75100,133,2369,2630,24,Non-Hispanic White,Male,44,TRUE
549300DD4R4SYK5RAQ92,27260,FL,12031,12031014331,C,1,2,255000,77.27,360,0,2,335000,1,41,50%-60%,2,35-44,No,1,2,5193,17.66,69900,107,1570,2044,25,Non-Hispanic White,Male,55,TRUE
549300TLGCPJTEG3WN76,15540,VT,50007,50007002701,C,0,2,125000,94.709,360,0,2,185000,1,42,36,3,25-34,No,1,6,5685,12.54,93000,113,1760,1949,33,Non-Hispanic White,Male,36,TRUE
549300GKFNPRWNS0GF29,34980,TN,47037,47037019114,C,1,2,255000,94.41,360,0,2,275000,1,95,30%-<36%,1,35-44,No,1,1,11592,34.88,73200,136,3942,4111,10,Non-Hispanic White,Female,33,TRUE
549300FGXN1K3HLB1R50,99999,MO,29213,29213480401,C,3,2,185000,80,360,0,2,235000,1,95,30%-<36%,2,35-44,No,1,1,5951,3.63,53100,82,1761,2519,26,Non-Hispanic White,Male,33,TRUE
549300HW662MN1WU8550,38900,OR,41051,41051009701,C,1,2,305000,97,360,0,2,315000,1,60,48,1,35-44,No,1,1,5999,36.56,81400,64,1103,1766,48,Non-Hispanic White,Female,48,TRUE
549300YB1H2FRI6JPM51,11460,MI,26161,26161403300,C,0,2,265000,80,360,0,2,325000,1,105,36,3,25-34,No,1,1,4148,24.76,92900,96,1176,1424,46,Non-Hispanic White,Male,36,TRUE
6BYL5QZYBDK8S7L73M02,19124,TX,48121,48121020307,NC,0,2,475000,90,360,0,2,595000,1,147,>60%,1,25-34,No,1,6,10121,17.61,77200,178,3022,3483,13,Non-Hispanic White,Male,65,FALSE
5493005NIBYLNJC10826,41940,CA,6085,6085503115,NC,6,2,765000,80,360,0,2,1025000,1,238,30%-<36%,2,25-34,No,1,6,6528,60.85,123400,103,2256,2390,14,Non-Hispanic White,Male,33,TRUE
549300KIOYNU323LVJ37,33700,CA,6099,6099000504,C,5,2,395000,87.64,360,0,2,445000,1,119,46,3,45-54,No,1,1,9417,64.02,60700,183,2271,2834,21,Non-Hispanic White,Male,46,TRUE
549300JA1J2RX1MKI366,16700,SC,45035,45035010503,C,8,2,235000,90,360,0,2,275000,1,64,41,1,65-74,Yes,1,1,2991,17.45,74500,113,838,1108,24,Non-Hispanic White,Female,41,TRUE
549300SHE1JTCOWBP090,24660,NC,37151,37151030302,C,0,2,115000,100,360,60,2,115000,1,63,39,3,55-64,No,1,6,2879,61.17,59800,64,426,1089,46,Non-Hispanic White,Male,39,TRUE
549300FGXN1K3HLB1R50,40900,CA,6067,6067002900,C,3,2,325000,80,360,0,2,405000,1,115,20%-<30%,2,35-44,No,2,2,5219,47.73,80400,88,1348,2232,65,Non-Hispanic White,Female,25,TRUE
549300DD4R4SYK5RAQ92,26420,TX,48201,48201530900,C,1,2,425000,90,360,0,2,475000,1,185,37,3,35-44,No,1,1,4431,49.27,75600,115,1116,1412,47,Non-Hispanic White,Male,37,TRUE
SS1TRMSN6BRNMOREEV51,29460,FL,12105,12105013102,C,1,2,205000,90,360,0,2,225000,1,69,41,3,25-34,No,2,1,3312,26.9,53600,73,792,1667,43,Non-Hispanic White,Female,41,TRUE
549300DT5WEC2I0L1E79,12420,TX,48491,48491020408,C,6,2,165000,80,360,0,2,205000,1,69,30%-<36%,1,45-54,No,2,1,5062,32.64,86000,82,1052,1203,29,Non-Hispanic White,Female,33,TRUE
549300FGXN1K3HLB1R50,41700,TX,48325,48325000800,C,1,2,325000,95,360,0,2,345000,1,119,43,1,25-34,No,1,1,7067,52.89,67400,118,1810,2568,46,Non-Hispanic White,Male,43,TRUE
549300FGXN1K3HLB1R50,48424,FL,12099,12099007765,C,1,2,405000,80,360,0,2,505000,1,133,38,1,45-54,No,1,1,9141,46.65,74300,152,2291,3084,11,Non-Hispanic White,Male,38,TRUE
549300TDVGWRELEO5F50,40380,NY,36055,36055011503,C,0,2,165000,90.93,360,180,2,185000,1,60,36,2,25-34,No,1,1,5703,5.12,74000,155,1990,2153,45,Non-Hispanic White,Male,36,TRUE
549300AT7EB9FJAF0E61,99999,IN,18077,18077966100,C,3,2,355000,90,360,0,2,395000,1,210,20%-<30%,1,35-44,No,1,1,6158,7.44,61000,98,2010,2519,24,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,19804,MI,26163,26163597000,C,0,2,85000,97,360,0,2,85000,1,35,41,2,35-44,No,3,2,4566,6.42,55500,136,1380,1747,40,Non-Hispanic White,Female,41,FALSE
ZF85QS7OXKPBG52R7N18,27500,WI,55105,55105001302,C,0,2,155000,80,360,0,2,185000,1,39,40,2,65-74,Yes,1,1,6838,3.89,66900,132,2278,2662,34,Non-Hispanic White,Male,40,TRUE
549300AG64NHILB7ZP05,38060,AZ,4013,4013422644,C,1,2,285000,76.14,180,0,2,375000,1,304,<20%,3,55-64,No,1,1,7344,14.75,69100,118,2325,3541,11,Non-Hispanic White,Male,15,TRUE
549300DD4R4SYK5RAQ92,19124,TX,48121,48121021403,C,1,2,295000,83,360,0,2,365000,1,85,41,2,35-44,No,1,1,10922,22.9,77200,117,2902,4001,28,Non-Hispanic White,Male,41,TRUE
SS1TRMSN6BRNMOREEV51,28420,WA,53005,53005011503,C,1,2,245000,90,360,0,2,275000,1,79,43,2,25-34,No,2,1,9269,17.96,72800,134,2812,3455,23,Non-Hispanic White,Male,43,TRUE
549300OR2C7AGDZFTS24,41180,MO,29189,29189216500,NC,0,2,755000,65.646,360,120,2,1145000,1,296,39,3,55-64,No,1,2,4702,27.67,76600,201,1180,1106,49,Non-Hispanic White,Male,39,TRUE
54930034MNPILHP25H80,10180,TX,48441,48441013404,C,3,2,245000,95,360,0,2,255000,1,62,47,1,45-54,No,1,1,8650,19.21,63900,134,2493,3228,16,Non-Hispanic White,Male,47,TRUE
549300YKBMBBIIMQJS94,99999,MO,29201,29201780400,C,9,2,165000,80,360,0,2,215000,1,129,<20%,2,35-44,No,1,1,5157,6.77,53100,106,1510,2098,30,Non-Hispanic White,Male,15,TRUE
549300QO5LH5SP6I8C79,31140,KY,21185,21185030401,C,1,2,165000,62.26,360,0,2,265000,1,169,<20%,1,55-64,No,1,1,6620,10.27,70400,145,1991,2340,27,Non-Hispanic White,Male,15,TRUE
549300LAE6XLBPPTPI03,41180,IL,17119,17119401721,C,3,2,45000,80,360,0,2,55000,1,48,<20%,2,<25,No,1,2,5661,2.12,76600,101,1660,2203,48,Non-Hispanic White,Female,15,TRUE
549300HW662MN1WU8550,16974,IL,17031,17031805002,C,0,2,195000,97,360,0,2,205000,1,72,46,2,35-44,No,2,2,6815,37.27,82400,78,1163,984,43,Non-Hispanic White,Female,46,FALSE
549300SJTLYB6ZWKPR88,16740,NC,37119,37119005834,C,71,2,205000,100.9756,360,60,2,205000,1,63,20%-<30%,3,<25,No,1,6,4429,30.64,71300,106,1107,1373,22,Non-Hispanic White,Male,25,TRUE
549300KBWX4NV5Q1E376,43524,MD,24031,24031700312,C,6,2,615000,80,360,86,2,775000,1,196,30%-<36%,1,45-54,No,1,1,6020,52.34,118700,112,1495,1748,12,Non-Hispanic Black,Male,33,TRUE
SS1TRMSN6BRNMOREEV51,39300,RI,44009,44009050402,C,0,2,395000,94.99,360,0,2,415000,1,160,20%-<30%,9,35-44,No,3,1,2554,7.67,80600,144,981,1254,58,Non-Hispanic Black,Male,25,FALSE
254900Q5026VQBAVI394,99999,WI,55135,55135100600,C,0,2,155000,94.97,360,0,2,165000,1,71,39,3,25-34,No,1,1,4994,2.06,67800,117,1664,2916,37,Non-Hispanic White,Male,39,TRUE
549300T7AIY7RU1YDP31,17820,CO,8041,8041007202,C,5,2,405000,95,360,0,2,425000,1,122,40,1,55-64,No,1,1,9140,15.4,77900,162,2714,3113,19,Non-Hispanic White,Male,40,TRUE
N4662XQCE3KKIZ6EZS08,25540,CT,9007,9007680100,C,6,2,205000,80,360,0,2,255000,1,63,44,3,45-54,No,1,1,6908,8.29,96700,118,2187,3489,50,Non-Hispanic White,Male,44,TRUE
254900LX8DA8FRHUUD51,30300,ID,16069,16069960800,C,1,2,105000,37.879,180,0,2,265000,1,102,<20%,2,55-64,No,1,1,3747,9.39,69200,124,1185,1557,42,Non-Hispanic White,Male,15,TRUE
549300QO5LH5SP6I8C79,31140,KY,21111,21111008100,C,9,2,165000,100.88,360,0,2,175000,1,50,30%-<36%,1,25-34,No,1,1,3264,8.49,70400,81,838,1544,76,Non-Hispanic White,Male,33,TRUE
5493008GYZEYGLI3NQ97,45104,WA,53053,53053062500,C,1,2,265000,95,360,0,2,285000,1,64,47,2,25-34,No,1,1,7917,43.32,74600,72,1458,2695,73,Non-Hispanic White,Male,47,TRUE
549300HW662MN1WU8550,26420,TX,48201,48201553402,C,1,2,185000,95,360,0,2,195000,1,67,30%-<36%,2,35-44,No,2,1,7452,47.16,75600,144,2254,2639,24,Non-Hispanic White,Male,33,TRUE
549300FGXN1K3HLB1R50,99999,WY,56037,56037970901,C,1,2,315000,80,360,0,2,395000,1,73,39,1,55-64,Yes,1,1,7332,12.11,80400,99,2116,2464,17,Non-Hispanic White,Male,39,TRUE
6BYL5QZYBDK8S7L73M02,43620,SD,46099,46099001106,C,1,2,175000,80,360,0,2,215000,1,196,30%-<36%,2,45-54,No,2,2,10716,8.68,78700,127,3085,3456,13,Non-Hispanic White,Male,33,TRUE
549300CY7WNAHKHYSJ73,44060,WA,53063,53063011000,C,3,2,205000,95,360,0,2,215000,1,43,47,1,25-34,No,1,2,3865,13.3,64000,109,1080,1360,58,Non-Hispanic White,Male,47,TRUE
5493005GZIGUJVNL3U40,39300,MA,25005,25005614101,C,71,2,165000,80,360,0,2,215000,2,104,20%-<30%,1,45-54,No,1,1,6863,24.03,80600,96,1604,2102,32,Non-Hispanic White,Male,25,TRUE
549300FGXN1K3HLB1R50,20020,AL,1069,1069040201,C,3,2,135000,80,360,0,2,165000,1,48,43,1,55-64,No,1,2,9714,16.87,53800,168,2438,3297,19,Non-Hispanic White,Male,43,TRUE
549300FGXN1K3HLB1R50,36740,FL,12095,12095016732,C,3,2,355000,90,360,0,2,395000,1,192,39,3,25-34,No,1,1,15996,57.55,62900,138,4102,5454,12,Non-Hispanic White,Male,39,TRUE
549300PFJ7GCGDLB2E65,12060,GA,13135,13135050220,C,9,2,115000,97,360,0,2,125000,1,32,49,7,25-34,No,1,1,6235,63.19,74400,57,632,849,25,Non-Hispanic White,Female,49,TRUE
549300HFXTV55C2HHM89,38060,AZ,4013,4013816900,C,1,2,425000,95,360,0,2,445000,1,137,30%-<36%,1,25-34,No,1,1,4453,21.56,69100,113,1054,1409,9,Non-Hispanic White,Male,33,TRUE
549300FNXYY540N23N64,12940,LA,22033,22033004509,C,6,2,155000,90,360,0,2,175000,1,46,44,1,45-54,No,1,1,6686,42.78,74500,101,1853,2376,27,Non-Hispanic White,Female,44,TRUE
549300T7AIY7RU1YDP31,99999,CO,8065,8065961700,C,5,2,295000,95,360,0,2,315000,1,172,42,2,25-34,No,1,1,4950,33.33,67300,109,1145,2801,63,Non-Hispanic White,Male,42,TRUE
549300ZUZB0H1M5M3I66,36420,OK,40109,40109109004,C,0,2,185000,57.39,360,0,2,325000,1,29,>60%,1,45-54,No,1,1,3496,17.28,69300,123,1122,1377,31,Non-Hispanic White,Male,65,FALSE
549300QVQQMJ9IWR0G78,42340,GA,13029,13029920303,C,0,2,275000,90,180,0,2,305000,1,193,<20%,1,45-54,No,1,1,6046,43.65,65200,81,720,1792,20,Non-Hispanic White,Female,15,TRUE
SS1TRMSN6BRNMOREEV51,33460,MN,27163,27163070912,C,3,2,115000,80,360,0,2,145000,1,61,20%-<30%,3,25-34,No,1,1,3137,30.47,93600,65,572,785,30,Non-Hispanic White,Male,25,TRUE
SS1TRMSN6BRNMOREEV51,27100,MI,26075,26075000400,C,1,2,65000,80,360,0,2,75000,1,25,45,1,65-74,Yes,1,1,4374,18.56,62400,56,952,1601,76,Non-Hispanic White,Female,45,TRUE
549300F8C5JA44WNMI75,25540,CT,9003,9003484200,C,0,2,125000,95,360,0,2,135000,1,46,38,3,45-54,No,1,1,5818,15.56,96700,114,1527,1882,35,Non-Hispanic White,Male,38,TRUE
549300FNXYY540N23N64,99999,OK,40049,40049681900,C,3,2,155000,75,360,0,2,215000,1,87,20%-<30%,2,45-54,No,1,1,3195,17.84,54500,108,970,1432,41,Non-Hispanic White,Male,25,TRUE
5493001R92DY5DI1DI85,16974,IL,17031,17031804606,C,3,2,305000,95,360,0,2,325000,1,134,46,7,35-44,No,2,2,7437,24.08,82400,144,2242,2431,32,Non-Hispanic White,Female,46,TRUE
549300DD4R4SYK5RAQ92,99999,NY,36023,36023970100,C,1,2,65000,97,360,0,2,65000,1,29,30%-<36%,2,25-34,No,1,1,3412,3.63,64300,100,975,1530,39,Non-Hispanic White,Male,33,TRUE
SS1TRMSN6BRNMOREEV51,24500,MT,30013,30013001100,C,3,2,125000,94.95,360,0,2,125000,1,38,43,1,35-44,No,2,2,4396,9.33,62800,91,1056,1536,50,Non-Hispanic White,Male,43,TRUE
549300SK3VKN3E1SZ562,12060,GA,13135,13135050212,C,0,2,355000,95,360,0,2,365000,1,107,30%-<36%,3,45-54,No,1,1,12733,28,74400,173,3566,3755,17,Non-Hispanic White,Male,33,TRUE
54930034MNPILHP25H80,46140,OK,40143,40143006701,C,1,2,125000,95,360,0,2,125000,1,96,<20%,9,35-44,No,1,1,3168,48.96,65800,51,640,1137,41,Non-Hispanic White,Female,15,TRUE
549300VZVN841I2ILS84,36740,FL,12069,12069030208,C,6,2,325000,74.44,360,0,2,405000,1,97,37,1,45-54,No,1,1,4820,27.68,62900,121,1281,1663,24,Non-Hispanic White,Male,37,TRUE
549300FGXN1K3HLB1R50,11700,NC,37021,37021003104,C,3,2,415000,52.53,360,0,2,795000,1,79,47,1,45-54,No,1,2,6107,17.21,62500,82,1362,2767,34,Non-Hispanic White,Male,47,TRUE
549300VZVN841I2ILS84,16740,NC,37119,37119004900,C,6,2,225000,90,360,0,2,245000,1,55,20%-<30%,2,25-34,No,1,1,593,94.27,71300,55,163,195,29,Non-Hispanic White,Male,25,TRUE
549300DT53TVM4JSTM24,38300,PA,42003,42003564200,C,3,2,265000,80,360,0,2,325000,1,109,48,2,35-44,No,1,1,2311,6.84,75500,101,882,1011,56,Non-Hispanic White,Male,48,TRUE
5493003XRX2RA8ES6W23,35300,CT,9009,9009120100,C,1,2,185000,94.872,360,0,2,195000,1,83,41,3,35-44,No,1,1,6013,26.44,86200,94,1862,2248,50,Non-Hispanic White,Male,41,TRUE
549300AG64NHILB7ZP05,17820,CO,8041,8041008000,C,3,2,195000,80,180,0,2,245000,1,130,30%-<36%,2,25-34,No,1,1,4206,24.18,77900,72,969,1496,41,Non-Hispanic White,Male,33,TRUE
254900GHOV7VQ9CSKN31,37964,PA,42101,42101021700,C,71,2,105000,40,360,0,2,275000,1,27,45,3,45-54,No,1,1,6189,8.89,61700,134,1908,2108,53,Non-Hispanic White,Female,45,TRUE
5493002Y5XYV7DV1ZV88,16740,NC,37179,37179021013,C,71,2,345000,90,360,0,2,385000,1,96,36,9,35-44,No,1,1,4888,24.41,71300,128,1374,1665,13,Non-Hispanic White,Male,36,TRUE
SS1TRMSN6BRNMOREEV51,47664,MI,26125,26125193400,C,0,2,445000,99.77,360,84,2,445000,1,210,30%-<36%,2,25-34,No,1,6,4632,23.99,83200,147,1298,1431,23,Non-Hispanic White,Male,33,TRUE
SS1TRMSN6BRNMOREEV51,42100,CA,6087,6087120301,NC,6,2,755000,51.724,180,0,2,1455000,1,455,20%-<30%,1,45-54,No,1,6,5791,11.79,81400,129,1647,2423,50,Non-Hispanic White,Male,25,TRUE
C5654JQHZUHN0772B561,19740,CO,8001,8001009553,C,0,2,295000,97,360,0,2,305000,1,64,37,1,<25,No,1,1,2989,65.77,89900,68,570,844,54,Non-Hispanic White,Male,37,TRUE
549300LBK5BTNFKZJD14,33874,PA,42017,42017104303,C,1,2,315000,80,360,0,2,675000,1,263,30%-<36%,1,65-74,Yes,1,1,4730,8.41,107900,150,1764,1990,28,Non-Hispanic White,Male,33,TRUE
549300VUQ4KD10YTTM53,40380,NY,36055,36055011708,C,6,2,205000,49.751,360,0,2,405000,1,90,44,2,65-74,Yes,1,1,3446,11.72,74000,236,1184,1353,26,Non-Hispanic White,Male,44,TRUE
549300686RMBOL8Y1T93,49340,MA,25027,25027749100,C,3,2,215000,36.874,180,0,2,565000,1,163,30%-<36%,2,45-54,No,1,2,7519,8.88,86900,129,2312,2592,28,Non-Hispanic White,Male,33,TRUE
549300LPT41QBMAC7948,14540,KY,21227,21227011600,C,3,2,295000,63.152,360,0,2,465000,1,109,20%-<30%,3,35-44,No,1,2,5474,10.83,56800,133,1873,2417,34,Non-Hispanic White,Male,25,TRUE
54930034MNPILHP25H80,46140,OK,40143,40143007619,C,3,2,175000,97,360,0,2,175000,1,58,44,1,25-34,No,1,2,3831,23.34,65800,116,1125,1584,39,Non-Hispanic White,Female,44,TRUE
549300L1DBFIJZI8LA40,34980,TN,47149,47149040501,C,6,2,255000,80,360,0,2,315000,1,100,20%-<30%,3,55-64,Yes,1,1,7625,9.15,73200,116,2277,2539,18,Non-Hispanic White,Male,25,TRUE
549300WEOD0TL2O6EU67,99999,CA,6009,6009000501,C,71,2,335000,97,360,0,2,355000,1,89,38,1,35-44,No,1,2,3160,8.89,59700,106,1046,2786,32,Non-Hispanic White,Male,38,TRUE
549300FHGNOLF14HHS09,15764,MA,25017,25017315500,C,0,2,565000,85,360,0,2,665000,1,163,30%-<36%,1,35-44,No,1,1,7614,3.47,110300,90,2572,2730,54,Non-Hispanic White,Male,33,TRUE
549300CY7WNAHKHYSJ73,28140,KS,20091,20091051904,C,6,2,215000,97,360,0,2,215000,1,99,37,2,35-44,No,1,2,5379,8.55,79900,142,1832,2053,36,Non-Hispanic Black,Male,37,TRUE
SS1TRMSN6BRNMOREEV51,44700,CA,6077,6077005004,C,6,2,385000,80,360,0,2,485000,1,104,30%-<36%,3,45-54,No,1,1,5884,26.7,63700,149,1299,1831,24,Non-Hispanic White,Female,33,TRUE
549300DQMFK1KT7KEB48,15764,MA,25017,25017365100,C,3,2,455000,80,360,0,2,565000,1,81,49,2,35-44,No,1,2,7818,13.69,110300,175,2475,2583,42,Non-Hispanic White,Male,49,TRUE
5493008VVXQIDO1EZ460,47664,MI,26125,26125138302,C,6,2,345000,80,360,0,2,435000,1,169,20%-<30%,1,35-44,No,1,1,5625,5.33,83200,154,1693,1679,13,Non-Hispanic White,Male,25,TRUE
549300VZVN841I2ILS84,35840,FL,12081,12081001203,C,71,2,215000,90,360,0,2,255000,1,38,48,1,55-64,No,1,6,4913,14.47,70300,95,1123,1969,40,Non-Hispanic White,Female,48,TRUE
549300FGXN1K3HLB1R50,99999,MI,26031,26031960400,C,3,2,295000,95,360,0,2,315000,1,98,46,1,25-34,No,1,1,3634,8.97,58700,88,1510,3083,38,Non-Hispanic White,Male,46,TRUE
549300FGXN1K3HLB1R50,39460,FL,12015,12015020101,C,0,2,95000,95,360,0,2,105000,1,37,45,2,>74,Yes,1,1,7764,18.82,58300,98,2086,2827,25,Non-Hispanic White,Female,45,TRUE
549300HW662MN1WU8550,45300,FL,12103,12103026815,C,3,2,255000,85,360,0,2,305000,1,192,42,2,45-54,No,2,1,4828,14.23,63900,181,1735,2041,31,Non-Hispanic White,Female,42,TRUE
549300T2PYPUFN0IWJ63,21420,OK,40047,40047001601,C,6,2,215000,80,360,0,2,265000,1,126,39,1,35-44,No,1,1,5818,14.09,60500,111,1244,1851,37,Non-Hispanic White,Male,39,TRUE
549300DT5WEC2I0L1E79,12420,TX,48209,48209010902,C,71,2,265000,95,360,0,2,285000,1,62,49,3,45-54,No,2,1,12636,42.11,86000,107,3620,4306,14,Non-Hispanic White,Female,49,TRUE
549300NWBS6MQJX15N44,16974,IL,17031,17031801000,C,1,2,205000,80,360,0,2,255000,1,56,45,2,25-34,No,2,1,4754,23.62,82400,196,1455,1557,54,Non-Hispanic White,Female,45,TRUE
5493001SDQVS1NWYH012,42220,CA,6097,6097150701,C,1,1,585000,75,360,0,2,785000,1,215,20%-<30%,2,35-44,No,1,1,5064,38.33,84100,126,909,1690,63,Non-Hispanic White,Male,25,TRUE
549300VZVN841I2ILS84,16740,NC,37119,37119002904,NC,71,2,645000,90,360,0,2,715000,1,295,30%-<36%,2,55-64,No,1,1,6764,22.21,71300,194,1533,1938,39,Non-Hispanic White,Male,33,TRUE
54930057D962HC4SF615,38060,AZ,4013,4013816000,C,6,2,315000,87.248,360,0,2,355000,1,74,20%-<30%,3,45-54,No,1,1,12261,21.69,69100,189,2844,3435,9,Non-Hispanic White,Male,25,TRUE
549300GKFNPRWNS0GF29,33874,PA,42017,42017105006,C,1,2,425000,90,360,0,2,525000,1,161,37,3,35-44,No,1,1,5838,8.91,107900,134,1773,1960,38,Non-Hispanic White,Male,37,TRUE
54930001NSTOD85LT125,33460,MN,27163,27163071300,C,6,2,195000,80,360,0,2,245000,1,69,39,1,55-64,No,1,2,5341,11.12,93600,79,1535,1902,50,Non-Hispanic White,Female,39,TRUE
549300XL5688T9WLKS84,40060,VA,51041,51041100926,C,6,2,455000,73.459,360,0,2,615000,1,255,20%-<30%,3,35-44,No,1,1,6013,18.36,83200,205,2018,2071,24,Non-Hispanic White,Male,25,TRUE
SS1TRMSN6BRNMOREEV51,20700,PA,42089,42089300309,C,3,2,175000,90,360,0,2,195000,1,105,41,8,55-64,Yes,2,2,5083,48.14,74100,81,1381,3023,28,Non-Hispanic White,Male,41,TRUE
549300T7J3E2UGY5GL15,45780,OH,39173,39173020602,C,71,2,135000,44.263,360,0,2,305000,1,105,<20%,8,45-54,No,1,1,6863,10.4,67200,203,1870,2024,19,Non-Hispanic White,Male,15,TRUE
549300HW662MN1WU8550,99999,MT,30029,30029000201,C,3,2,315000,95,360,0,2,345000,1,115,47,2,35-44,No,1,1,4946,3.68,66700,81,1401,2065,26,Non-Hispanic White,Male,47,TRUE
549300XOTES5TCS8T794,41180,IL,17119,17119403532,C,3,2,325000,88.889,360,0,2,365000,1,126,30%-<36%,1,45-54,No,1,2,4865,7.26,76600,141,1378,1546,21,Non-Hispanic White,Male,33,TRUE
ZF85QS7OXKPBG52R7N18,16974,IL,17043,17043844802,NC,0,2,575000,91.2,360,84,2,625000,1,189,48,2,35-44,No,2,6,3107,5.83,82400,140,1159,838,50,Non-Hispanic White,Male,48,FALSE
549300VZVN841I2ILS84,40140,CA,6065,6065050300,C,6,2,175000,40.296,180,0,2,425000,1,187,20%-<30%,8,35-44,No,1,2,10742,63.14,65800,134,2094,3190,12,Non-Hispanic White,Female,25,TRUE
549300FGXN1K3HLB1R50,34820,SC,45051,45051040101,C,3,1,155000,75,360,0,2,215000,1,138,36,2,45-54,No,1,1,4899,30.92,61700,103,1527,2261,14,Non-Hispanic White,Female,36,TRUE
5493000BR75YQF0VQC27,12060,GA,13015,13015960300,C,71,2,145000,80,360,0,2,185000,1,36,30%-<36%,1,25-34,No,1,1,6640,17.09,74400,91,1754,2486,19,Non-Hispanic White,Male,33,TRUE
549300K4UTBLXTLS0A66,99999,WI,55043,55043960800,C,3,2,225000,80,360,0,2,275000,1,81,20%-<30%,2,25-34,No,1,2,3039,2.14,67800,115,962,1259,43,Non-Hispanic White,Male,25,TRUE
SS1TRMSN6BRNMOREEV51,19740,CO,8005,8005007106,C,3,2,455000,95,360,0,2,475000,1,107,42,8,25-34,No,2,2,5103,30.18,89900,136,1494,1584,0,Non-Hispanic White,Male,42,TRUE
549300W2W119ZBFOWS21,33540,MT,30063,30063000901,C,1,2,435000,79.709,360,0,2,555000,1,231,30%-<36%,3,65-74,Yes,1,1,6046,7.38,70400,101,1342,2272,40,Non-Hispanic White,Male,33,TRUE
549300YKTME1U7Z0UN20,45060,NY,36067,36067010200,C,1,2,135000,97,360,0,2,135000,1,54,36,3,25-34,No,1,1,5761,4.74,74100,120,1640,2234,29,Non-Hispanic White,Male,36,TRUE
549300FGXN1K3HLB1R50,43524,MD,24031,24031701506,C,1,2,475000,95,360,0,2,505000,1,199,38,2,35-44,No,1,1,5236,54.97,118700,117,1508,1794,45,Non-Hispanic Black,Female,38,TRUE
549300VZVN841I2ILS84,40420,IL,17201,17201003903,C,6,1,325000,90,360,0,2,365000,1,115,43,8,45-54,No,1,1,5983,6.3,66200,185,2065,2187,23,Non-Hispanic White,Male,43,TRUE
549300PL8ER6H23P0Z91,16974,IL,17031,17031805001,C,71,2,275000,95,360,0,2,285000,1,135,20%-<30%,7,25-34,No,1,1,4878,13.78,82400,141,1606,1686,56,Non-Hispanic White,Male,25,TRUE
254900LKAJBFGO0IIP75,15764,MA,25009,25009260401,C,9,2,215000,97,360,0,2,215000,1,81,20%-<30%,4,35-44,No,1,2,3767,6.34,110300,92,1307,1151,34,Non-Hispanic White,Male,25,TRUE
549300SIZ5KBISEZE503,49340,MA,25027,25027732500,C,0,2,195000,85,360,84,2,225000,1,84,30%-<36%,2,25-34,No,1,6,2133,66.95,86900,50,113,653,76,Non-Hispanic White,Female,33,TRUE
254900KSUTZO899YU680,40340,MN,27039,27039950400,C,9,2,55000,80,180,0,2,65000,1,20,30%-<36%,3,25-34,No,1,1,3526,4.57,86200,104,1143,1337,47,Non-Hispanic White,Female,33,TRUE
549300FGXN1K3HLB1R50,26420,TX,48201,48201543002,C,1,1,175000,70,360,0,2,245000,1,196,<20%,2,55-64,No,1,1,14952,49.34,75600,165,3859,4449,8,Non-Hispanic Black,Female,15,TRUE
549300GRGZDEH4ZGQS06,36740,FL,12117,12117020302,C,1,2,105000,103.404,360,0,2,135000,1,23,42,1,25-34,No,1,1,1956,54.7,62900,56,366,783,43,Non-Hispanic White,Female,42,TRUE
549300FGXN1K3HLB1R50,36260,UT,49057,49057210304,C,1,2,245000,95,360,0,2,265000,1,66,47,3,>74,Yes,1,1,4145,5.57,76800,117,1128,1232,13,Non-Hispanic White,Male,47,TRUE
549300REENMLD2RN3W58,14540,KY,21227,21227010702,C,1,2,65000,29.73,180,0,2,225000,1,49,44,3,55-64,Yes,1,1,5973,20.98,56800,98,1354,2109,20,Non-Hispanic White,Male,44,TRUE
549300ZUZB0H1M5M3I66,33740,LA,22073,22073010101,C,1,2,65000,78.5,360,0,2,85000,1,25,47,1,55-64,No,1,1,4614,25.99,52200,102,1324,1838,29,Non-Hispanic White,Male,47,TRUE
5493002T0LSBGS6UOG37,16974,IL,17031,17031410900,C,6,2,85000,103.57,360,0,2,85000,1,76,41,1,25-34,No,1,1,2980,53.22,82400,95,651,268,76,Non-Hispanic Black,Female,41,TRUE
549300RMW817W08PUN16,37620,WV,54107,54107010602,C,0,2,135000,57.99,360,84,2,235000,1,133,20%-<30%,8,55-64,No,1,6,4798,1.02,53500,111,1476,1842,38,Non-Hispanic White,Female,25,TRUE
549300TWPFOYZ33TOU32,13740,MT,30111,30111001803,C,9,2,195000,86.667,360,0,2,225000,1,69,39,3,35-44,No,1,2,1996,11.57,71000,102,664,788,50,Non-Hispanic White,Female,39,TRUE
